1000,0.0701804
2000,0.26924
3000,0.00596033
4000,0.0107875
5000,0.0159352
6000,0.02325
7000,0.0323246
8000,0.0404254
9000,0.0524062
10000,0.0645619
11000,0.0794243
12000,0.0926502
13000,0.106671
14000,0.123979
15000,0.136617
16000,0.158134
17000,0.179374
18000,0.205501
19000,0.226953
20000,0.246477
21000,0.273648
22000,0.310535
23000,0.321693
24000,0.355474
25000,0.387178
26000,0.412706
27000,0.461601
28000,0.478346
29000,0.52504
30000,0.547864
31000,0.589723
32000,0.630297
33000,0.670126
34000,0.712463
35000,0.747486
