500,0.0317225
1000,0.11633
1500,0.258436
2000,0.454904
2500,0.0068266
3000,0.0104942
3500,0.0144952
4000,0.0187636
4500,0.0237714
5000,0.0300571
5500,0.035354
6000,0.0407739
6500,0.0474503
7000,0.0550182
7500,0.0635355
8000,0.0718062
8500,0.0813514
9000,0.0928178
9500,0.100902
10000,0.127083
10500,0.125395
11000,0.135101
11500,0.146842
12000,0.159707
12500,0.174868
