1000,9.9817e-05
2000,0.000227257
3000,0.000350887
4000,0.000482895
5000,0.000646748
6000,0.000749643
7000,0.000908375
8000,0.00105866
9000,0.00117842
10000,0.00132631
11000,0.00145902
12000,0.00166884
13000,0.00169378
14000,0.00186206
15000,0.0019978
16000,0.00219878
17000,0.00232444
18000,0.00244827
19000,0.00258529
20000,0.00272364
21000,0.00299948
22000,0.00303522
23000,0.00319398
24000,0.00330492
25000,0.00351289
26000,0.00368799
27000,0.00382549
28000,0.00397248
29000,0.00418752
30000,0.00429072
31000,0.00438885
32000,0.00453243
33000,0.0048428
34000,0.00491766
35000,0.00503133
