1000,8.7531e-05
2000,0.000199469
3000,0.000305245
4000,0.000526492
5000,0.000659839
6000,0.000837415
7000,0.000965552
8000,0.0012482
9000,0.00129618
10000,0.00153631
11000,0.00172348
12000,0.00186451
13000,0.00195875
14000,0.00210791
15000,0.00233087
16000,0.00239326
17000,0.00257679
18000,0.00276208
19000,0.00305852
20000,0.00304744
21000,0.00329863
22000,0.00355411
23000,0.00360215
24000,0.00373966
25000,0.00390432
26000,0.00414109
27000,0.00425661
28000,0.00450222
29000,0.00464354
30000,0.00482171
31000,0.0049767
32000,0.00530646
33000,0.00536436
34000,0.00555759
35000,0.00573696
