1000,0.0689078
2000,0.26289
3000,0.00584541
4000,0.0102879
5000,0.016987
6000,0.0253317
7000,0.0312657
8000,0.0413923
9000,0.0536091
10000,0.0648981
11000,0.0763845
12000,0.09047
13000,0.106174
14000,0.122478
15000,0.140205
16000,0.159223
17000,0.182532
18000,0.209179
19000,0.224175
20000,0.250155
21000,0.276663
22000,0.308111
23000,0.329961
24000,0.36345
25000,0.391991
26000,0.422566
27000,0.460135
28000,0.48845
29000,0.526664
30000,0.559554
31000,0.601733
32000,0.645822
33000,0.673679
34000,0.72405
35000,0.775574
