1000,0.113808
2000,0.440022
3000,0.00994115
4000,0.0175305
5000,0.0273612
6000,0.0392684
7000,0.0530349
8000,0.0696024
9000,0.0872593
10000,0.108057
11000,0.13081
12000,0.154417
13000,0.181586
14000,0.21108
15000,0.246563
16000,0.274096
17000,0.309675
18000,0.346677
19000,0.387027
20000,0.428833
21000,0.476191
22000,0.518642
23000,0.56802
24000,0.618507
25000,0.668424
26000,0.72458
27000,0.783398
28000,0.838477
29000,0.897708
30000,0.964555
31000,1.02975
32000,1.09034
33000,1.16999
34000,1.23219
35000,1.31538
