1000,0.153329
2000,0.600164
3000,0.01341
4000,0.0234943
5000,0.0371377
6000,0.0532939
7000,0.0719599
8000,0.094446
9000,0.118314
10000,0.150984
11000,0.176848
12000,0.20946
13000,0.247244
14000,0.28852
15000,0.328321
16000,0.373965
17000,0.42646
18000,0.470287
19000,0.526928
20000,0.581037
21000,0.643472
22000,0.707557
23000,0.769712
24000,0.839798
25000,0.909453
26000,0.98656
27000,1.06781
28000,1.14912
29000,1.23083
30000,1.31034
31000,1.39459
32000,1.49614
33000,1.58592
34000,1.6822
35000,1.78059
