1000,0.0515542
2000,0.192643
3000,0.00442329
4000,0.00797904
5000,0.0124481
6000,0.0171079
7000,0.0235386
8000,0.0303601
9000,0.0385527
10000,0.0476896
11000,0.0637525
12000,0.0668392
13000,0.0771758
14000,0.090675
15000,0.103795
16000,0.117137
17000,0.13268
18000,0.15029
19000,0.172956
20000,0.191728
21000,0.20652
22000,0.221813
23000,0.240955
24000,0.258005
25000,0.282445
26000,0.30513
27000,0.325479
28000,0.351541
29000,0.381924
30000,0.408663
31000,0.429654
32000,0.455585
33000,0.497087
34000,0.518997
35000,0.550583
