1000,0.000471134
2000,0.00169287
3000,0.00386223
4000,0.00742284
5000,0.0111018
6000,0.0154514
7000,0.0210657
8000,0.0275941
9000,0.0347036
10000,0.0427021
11000,0.05191
12000,0.0618677
13000,0.0729195
14000,0.0822059
15000,0.0958826
16000,0.109572
17000,0.123054
18000,0.13857
19000,0.154501
20000,0.172057
21000,0.192359
22000,0.204682
23000,0.224426
24000,0.244675
25000,0.270063
26000,0.285303
27000,0.308426
28000,0.33406
29000,0.357148
30000,0.382002
31000,0.411422
32000,0.43873
33000,0.46848
34000,0.488904
35000,0.52555
