1000,0.000311528
2000,0.00119304
3000,0.00288727
4000,0.00499236
5000,0.00801092
6000,0.0112941
7000,0.0154039
8000,0.0201064
9000,0.0253493
10000,0.0316306
11000,0.0379618
12000,0.044747
13000,0.0528693
14000,0.0612958
15000,0.0703497
16000,0.0801611
17000,0.0916148
18000,0.102555
19000,0.115199
20000,0.127033
21000,0.139442
22000,0.152354
23000,0.166343
24000,0.181194
25000,0.199013
26000,0.211649
27000,0.227843
28000,0.245768
29000,0.26064
30000,0.279988
31000,0.299098
32000,0.317623
33000,0.341622
34000,0.361573
35000,0.384241
