1000,0.0008668
2000,0.00341429
3000,0.00796838
4000,0.0144405
5000,0.021806
6000,0.0316326
7000,0.0426453
8000,0.0556216
9000,0.0702031
10000,0.0864261
11000,0.105371
12000,0.12481
13000,0.147354
14000,0.169738
15000,0.195663
16000,0.22287
17000,0.248004
18000,0.276891
19000,0.310587
20000,0.346986
21000,0.383003
22000,0.420818
23000,0.457508
24000,0.496786
25000,0.538522
26000,0.585611
27000,0.627596
28000,0.675989
29000,0.728514
30000,0.777847
31000,0.829541
32000,0.891975
33000,0.945496
34000,0.99809
35000,1.04677
