1000,0.00102678
2000,0.00366315
3000,0.0089917
4000,0.0179805
5000,0.0307844
6000,0.0467117
7000,0.0679487
8000,0.0933759
9000,0.122148
10000,0.154214
11000,0.193827
12000,0.239529
13000,0.278723
14000,0.326521
15000,0.387952
16000,0.440765
17000,0.508819
18000,0.567453
19000,0.642401
20000,0.725319
21000,0.800284
22000,0.887376
23000,0.970347
24000,1.06591
25000,1.17406
26000,1.27417
27000,1.36573
28000,1.49046
29000,1.59349
30000,1.71685
31000,1.84846
32000,1.95537
33000,2.0881
34000,2.24322
35000,2.3636
