1000,0.00224433
2000,0.00855251
3000,0.0197315
4000,0.0372338
5000,0.0612263
6000,0.0931501
7000,0.141121
8000,0.189752
9000,0.235398
10000,0.293126
11000,0.372834
12000,0.434022
13000,0.52755
14000,0.608207
15000,0.720389
16000,0.805799
17000,0.93492
18000,1.03981
19000,1.18039
20000,1.3095
21000,1.4486
22000,1.57821
23000,1.76802
24000,1.89164
25000,2.06779
26000,2.25955
27000,2.43821
28000,2.61991
29000,2.81486
30000,3.01869
31000,3.23556
32000,3.45231
33000,3.65181
34000,3.91054
35000,4.12783
