1000,5.3256e-05
2000,0.000129577
3000,0.000234651
4000,0.000289394
5000,0.000390957
6000,0.000514568
7000,0.00051628
8000,0.000621247
9000,0.00073346
10000,0.000849189
11000,0.001001
12000,0.001114
13000,0.001098
14000,0.001197
15000,0.001286
16000,0.001672
17000,0.001538
18000,0.001687
19000,0.001756
20000,0.001864
21000,0.002014
22000,0.002173
23000,0.002323
24000,0.002458
25000,0.00259
26000,0.002348
27000,0.002464
28000,0.002535
29000,0.002755
30000,0.002788
31000,0.003131
32000,0.003015
33000,0.003203
34000,0.003348
35000,0.003422
