1000,9.7562e-05
2000,0.000219378
3000,0.00040376
4000,0.000478964
5000,0.000672422
6000,0.000882371
7000,0.000861508
8000,0.00102842
9000,0.00124205
10000,0.00141724
11000,0.001626
12000,0.001873
13000,0.001741
14000,0.001882
15000,0.002088
16000,0.002283
17000,0.002514
18000,0.002668
19000,0.002942
20000,0.003065
21000,0.003437
22000,0.003711
23000,0.004279
24000,0.004591
25000,0.004832
26000,0.00456
27000,0.004326
28000,0.004546
29000,0.004755
30000,0.004972
31000,0.005207
32000,0.00544
33000,0.005668
34000,0.005887
35000,0.006174
