1000,0.000142289
2000,0.000301
3000,0.000565186
4000,0.000656325
5000,0.000912161
6000,0.00120506
7000,0.00117797
8000,0.00141341
9000,0.00168161
10000,0.00196429
11000,0.002299
12000,0.002597
13000,0.002363
14000,0.002612
15000,0.002866
16000,0.003107
17000,0.00342
18000,0.00364
19000,0.003965
20000,0.004258
21000,0.004619
22000,0.004883
23000,0.005268
24000,0.005586
25000,0.005926
26000,0.00509
27000,0.005307
28000,0.005557
29000,0.005838
30000,0.006091
31000,0.006358
32000,0.006704
33000,0.006881
34000,0.007221
35000,0.008392
