1000,9.5007e-05
2000,0.000203424
3000,0.000320315
4000,0.000440649
5000,0.00056368
6000,0.00075261
7000,0.000893066
8000,0.00100186
9000,0.00114237
10000,0.00128021
11000,0.00155514
12000,0.00157578
13000,0.00172319
14000,0.00202401
15000,0.00201206
16000,0.00254391
17000,0.00236532
18000,0.00253443
19000,0.00266495
20000,0.00317532
21000,0.00404545
22000,0.00428085
23000,0.00490219
24000,0.00531788
25000,0.00558246
26000,0.00583703
27000,0.0060918
28000,0.00632167
29000,0.00657126
30000,0.00682382
31000,0.00706682
32000,0.00734541
33000,0.00759875
34000,0.00785531
35000,0.00810865
